@relation 'ORL-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DE:\\Documents\\Information Technology\\Data Mining\\Face Recognition\\Databases\\ORL-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {male,female}

@data
29,24,20,12,14,10,15,16,15,14,14,15,17,15,14,15,15,15,19,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
30,23,19,12,14,9,15,17,15,14,14,15,17,15,14,15,15,15,19,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
28,24,20,12,14,11,15,16,15,14,14,13,17,15,15,14,16,16,17,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
34,17,17,9,17,8,16,17,15,14,14,13,17,16,14,15,15,16,18,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
34,18,18,10,16,8,16,17,15,14,14,14,17,16,14,14,15,16,18,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
29,24,20,12,15,10,15,16,15,15,14,12,17,16,15,14,16,15,17,14,14,32,16,16,16,16,16,32,16,16,16,16,16,male
33,16,18,10,16,8,16,17,16,13,14,15,18,15,13,15,14,15,19,15,17,32,16,16,16,16,16,32,16,16,16,16,16,male
33,16,18,10,16,8,16,17,15,14,14,14,18,15,14,15,15,16,19,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
34,17,17,10,16,8,16,17,15,16,12,14,17,15,14,14,16,15,18,14,14,32,16,16,16,16,16,32,16,16,16,16,16,male
31,20,10,12,12,11,15,18,16,17,18,14,21,15,14,15,17,16,18,15,18,32,16,16,16,16,16,32,16,16,16,16,16,male
30,20,10,12,12,12,15,19,16,17,19,14,21,15,14,15,17,16,18,16,18,32,16,16,16,16,16,32,16,16,16,16,16,male
31,20,10,11,12,11,15,18,16,17,18,14,21,15,13,15,17,16,18,16,18,32,16,16,16,16,16,32,16,16,16,16,16,male
36,16,8,11,15,10,15,19,15,18,18,14,20,15,14,15,17,16,19,16,19,32,16,16,16,16,16,32,16,16,16,16,16,male
36,15,8,10,15,9,16,19,15,17,17,14,21,15,14,15,17,16,19,16,19,32,16,16,16,16,16,32,16,16,16,16,16,male
36,15,9,11,16,10,16,19,16,17,18,15,21,15,13,15,17,16,19,16,19,32,16,16,16,16,16,32,16,16,16,16,16,male
36,15,9,11,16,9,16,20,15,18,18,14,21,16,14,14,17,16,19,17,18,32,16,16,16,16,16,32,16,16,16,16,16,male
36,14,8,11,16,10,15,19,16,17,18,15,21,15,14,16,17,17,19,15,19,32,16,16,16,16,16,32,16,16,16,16,16,male
37,17,8,12,14,10,16,20,14,19,18,14,20,16,15,14,16,15,18,18,19,32,16,16,16,16,16,32,16,16,16,16,16,male
36,15,8,11,15,10,16,20,15,18,18,15,21,16,13,15,17,16,19,16,19,32,16,16,16,16,16,32,16,16,16,16,16,male
23,14,12,6,16,6,13,17,15,17,14,16,19,17,11,17,17,16,18,16,15,32,16,16,16,16,16,32,16,16,16,16,16,male
20,16,14,7,15,7,14,16,15,15,15,16,18,16,11,16,17,17,19,16,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,15,11,6,15,7,14,16,15,17,14,16,18,17,11,16,18,16,19,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,11,14,7,17,8,15,16,17,16,15,15,18,16,11,16,17,16,18,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
25,11,14,7,17,7,15,16,17,17,13,15,18,16,11,17,18,16,19,16,15,32,16,16,16,16,16,32,16,16,16,16,16,male
23,16,13,7,15,6,14,16,14,16,15,16,18,16,11,15,17,16,19,16,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,15,11,6,15,6,14,17,15,17,14,16,19,16,10,16,18,16,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
22,16,11,7,15,6,14,17,15,17,14,16,19,16,11,15,18,16,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
23,14,12,7,16,6,14,17,15,18,13,16,19,16,11,17,18,16,18,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
25,12,15,8,17,7,15,16,16,15,14,16,17,16,11,16,17,16,19,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,24,13,8,16,6,11,21,13,18,14,14,18,15,10,14,19,14,19,14,14,32,16,16,16,16,16,32,16,16,16,16,16,female
23,25,14,8,16,6,10,21,13,18,14,14,19,15,11,14,18,14,18,14,14,32,16,16,16,16,16,32,16,16,16,16,16,female
28,21,12,7,15,5,14,19,14,15,14,16,18,15,11,14,20,14,20,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
25,25,13,7,13,6,12,19,13,17,14,14,18,15,12,13,18,13,19,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
30,24,12,7,14,5,15,18,13,16,13,15,16,14,12,14,20,12,20,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
28,21,13,7,16,4,14,19,14,16,14,16,17,15,10,13,20,13,20,14,12,32,16,16,16,16,16,32,16,16,16,16,16,female
24,25,14,8,15,6,10,21,13,17,15,14,19,16,10,13,19,13,19,14,14,32,16,16,16,16,16,32,16,16,16,16,16,female
30,23,11,6,15,6,15,18,14,16,13,15,17,15,12,14,20,13,21,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
27,23,12,7,16,4,13,19,15,16,14,15,18,13,11,14,20,13,19,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
28,21,12,6,15,5,15,19,13,15,13,15,18,16,11,13,19,14,20,14,13,32,16,16,16,16,16,32,16,16,16,16,16,female
22,18,13,9,13,9,16,14,17,13,13,14,21,15,14,15,15,16,21,16,17,32,16,16,16,16,16,32,16,16,16,16,16,male
23,19,14,9,12,8,15,14,16,14,13,15,20,14,13,15,15,16,21,16,15,32,16,16,16,16,16,32,16,16,16,16,16,male
22,18,13,8,13,9,15,13,17,13,13,14,21,14,13,15,15,16,21,16,16,32,16,16,16,16,16,32,16,16,16,16,16,male
24,16,12,8,15,7,15,15,16,14,13,13,21,15,13,15,16,17,21,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,14,12,9,15,8,16,15,18,13,14,14,22,15,14,16,16,17,21,16,16,32,16,16,16,16,16,32,16,16,16,16,16,male
24,19,12,8,15,8,15,16,14,14,13,13,21,15,14,14,15,16,21,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,21,13,8,15,8,14,16,14,15,13,13,21,15,15,14,15,16,21,14,14,32,16,16,16,16,16,32,16,16,16,16,16,male
25,18,13,9,15,7,15,16,15,15,13,13,21,15,13,14,16,16,21,16,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,17,12,8,14,8,15,15,16,14,14,14,22,15,13,15,16,16,21,16,17,32,16,16,16,16,16,32,16,16,16,16,16,male
25,13,13,9,14,8,15,14,18,14,13,14,21,15,13,15,16,17,21,16,13,32,16,16,16,16,16,32,16,16,16,16,16,male
16,21,13,9,12,6,12,24,13,16,14,15,22,17,14,13,19,16,21,15,20,32,16,16,16,16,16,32,16,16,16,16,16,female
17,20,13,8,12,5,14,23,15,15,13,16,22,17,12,14,19,15,21,16,19,32,16,16,16,16,16,32,16,16,16,16,16,female
18,17,11,8,12,6,15,23,16,15,14,16,21,17,12,14,18,14,21,16,18,32,16,16,16,16,16,32,16,16,16,16,16,female
19,16,11,8,11,6,14,22,15,15,13,15,20,16,12,13,18,14,20,15,17,32,16,16,16,16,16,32,16,16,16,16,16,female
22,19,10,6,13,5,16,22,13,14,12,14,20,16,12,15,18,14,22,15,18,32,16,16,16,16,16,32,16,16,16,16,16,female
22,14,10,7,15,5,16,24,16,16,15,16,22,16,11,15,18,15,22,16,21,32,16,16,16,16,16,32,16,16,16,16,16,female
20,13,10,7,13,5,16,24,17,16,14,16,22,16,13,16,18,15,20,16,20,32,16,16,16,16,16,32,16,16,16,16,16,female
20,18,10,7,13,5,15,24,15,15,13,15,23,16,12,14,19,14,21,16,20,32,16,16,16,16,16,32,16,16,16,16,16,female
20,23,9,7,14,6,14,22,13,15,12,13,21,16,14,13,18,16,21,16,19,32,16,16,16,16,16,32,16,16,16,16,16,female
24,17,14,7,14,4,15,21,15,17,10,16,21,16,11,15,18,15,21,16,13,32,16,16,16,16,16,32,16,16,16,16,16,female
18,23,12,6,13,7,15,14,14,14,13,15,19,15,10,14,18,15,19,16,13,32,16,16,16,16,16,32,16,16,16,16,16,male
19,24,12,6,16,7,15,15,11,14,12,14,17,14,12,13,18,13,18,13,12,32,16,16,16,16,16,32,16,16,16,16,16,male
20,23,13,6,14,6,15,14,13,14,12,15,18,15,10,14,18,15,19,15,12,32,16,16,16,16,16,32,16,16,16,16,16,male
21,22,17,7,15,6,15,12,13,15,14,16,15,15,9,15,17,15,18,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
21,22,16,6,15,6,14,12,13,15,15,16,16,16,9,16,17,15,17,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
18,24,12,6,14,7,15,15,13,14,12,15,19,15,11,13,18,15,18,15,12,32,16,16,16,16,16,32,16,16,16,16,16,male
18,22,13,5,12,6,16,14,14,15,13,16,20,16,9,15,18,16,18,18,12,32,16,16,16,16,16,32,16,16,16,16,16,male
19,20,14,5,11,7,16,13,15,14,13,17,19,17,10,16,18,16,17,19,12,32,16,16,16,16,16,32,16,16,16,16,16,male
20,23,14,6,12,6,16,13,14,14,13,16,18,16,9,14,17,16,18,18,12,32,16,16,16,16,16,32,16,16,16,16,16,male
17,23,12,6,12,7,15,14,14,14,13,16,20,15,10,13,18,16,19,17,13,32,16,16,16,16,16,32,16,16,16,16,16,male
31,17,19,8,18,6,16,17,15,14,10,15,15,15,12,15,17,15,19,15,12,32,16,16,16,16,16,32,16,16,16,16,16,male
25,18,23,9,17,7,15,15,15,14,11,15,16,14,13,16,16,14,19,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
25,20,22,10,19,7,15,14,14,15,10,14,16,14,13,16,16,14,19,14,13,32,16,16,16,16,16,32,16,16,16,16,16,male
24,20,22,10,16,7,15,15,15,14,11,16,17,17,13,14,17,13,19,16,14,32,16,16,16,16,16,32,16,16,16,16,16,male
25,18,22,9,17,7,15,16,15,14,11,15,16,14,13,16,17,14,19,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
30,15,19,8,19,6,17,16,14,15,10,14,17,13,12,17,16,16,18,14,13,32,16,16,16,16,16,32,16,16,16,16,16,male
24,18,23,9,17,7,16,15,15,14,11,15,16,15,14,15,16,14,20,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
31,19,18,7,15,6,16,17,15,13,10,15,16,15,12,14,17,14,19,16,14,32,16,16,16,16,16,32,16,16,16,16,16,male
28,18,18,7,16,5,15,18,14,14,10,14,17,15,13,14,17,14,19,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
28,17,19,7,17,5,16,18,14,14,11,15,17,14,13,15,16,15,20,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
29,20,24,14,15,7,16,11,15,17,13,15,14,14,13,15,16,15,17,15,12,32,16,16,16,16,16,32,16,16,16,16,16,male
29,21,24,14,13,7,15,11,15,17,13,15,13,14,14,15,15,15,17,16,13,32,16,16,16,16,16,32,16,16,16,16,16,male
32,22,23,13,18,7,16,14,16,18,15,14,14,13,13,13,16,14,17,14,13,32,16,16,16,16,16,32,16,16,16,16,16,male
30,21,23,14,18,7,16,13,16,18,15,14,14,13,13,14,16,15,17,14,12,32,16,16,16,16,16,32,16,16,16,16,16,male
30,17,23,13,15,6,14,13,15,18,13,15,15,15,13,14,16,15,18,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
32,16,22,12,14,7,14,13,16,17,12,17,16,14,13,15,14,16,16,16,13,32,16,16,16,16,16,32,16,16,16,16,16,male
32,18,22,13,16,6,16,13,15,18,13,14,15,16,12,15,15,14,18,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
31,18,23,13,16,6,16,13,15,17,12,14,15,16,12,15,15,15,18,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
30,15,22,12,15,6,15,13,15,17,12,16,15,15,13,15,16,16,18,16,13,32,16,16,16,16,16,32,16,16,16,16,16,male
30,17,23,13,15,6,14,13,15,18,13,15,15,15,13,14,16,15,18,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
21,21,24,10,17,6,15,9,15,15,16,15,15,14,11,16,14,15,12,16,14,32,16,16,16,16,16,32,16,16,16,16,16,male
21,20,24,9,15,7,14,9,14,14,16,14,15,14,12,16,14,16,12,17,13,32,16,16,16,16,16,32,16,16,16,16,16,male
21,21,24,9,15,7,14,9,14,15,16,14,15,14,12,16,14,16,12,17,13,32,16,16,16,16,16,32,16,16,16,16,16,male
21,23,24,8,18,7,15,10,15,15,15,16,16,14,12,15,14,14,12,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
20,23,24,10,18,7,15,9,15,13,16,15,17,14,12,14,13,14,12,15,13,32,16,16,16,16,16,32,16,16,16,16,16,male
19,21,21,7,15,6,14,11,13,13,12,15,16,14,12,17,14,16,15,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
18,23,22,8,17,6,14,11,15,13,13,15,16,14,11,14,14,14,15,14,12,32,16,16,16,16,16,32,16,16,16,16,16,male
19,24,21,7,17,7,15,12,14,13,12,15,16,14,12,14,15,13,15,14,12,32,16,16,16,16,16,32,16,16,16,16,16,male
16,21,19,7,15,6,14,12,13,13,12,15,19,15,12,16,15,16,16,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
16,19,21,8,15,6,14,10,15,12,14,15,20,15,12,16,15,16,14,16,11,32,16,16,16,16,16,32,16,16,16,16,16,male
23,18,13,7,14,9,15,15,16,13,14,14,15,15,11,15,18,18,15,17,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,19,15,12,16,10,14,17,15,15,15,14,20,15,14,15,16,16,17,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
22,18,13,7,14,9,15,15,16,14,14,14,15,15,11,15,18,18,15,17,14,32,16,16,16,16,16,32,16,16,16,16,16,male
22,18,12,7,13,9,15,15,17,13,14,14,15,15,11,15,18,18,16,17,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,20,15,11,16,11,15,17,15,15,15,13,20,15,14,15,16,16,17,14,13,32,16,16,16,16,16,32,16,16,16,16,16,male
23,18,15,7,14,9,15,15,16,13,15,14,14,15,10,15,19,17,15,17,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,21,15,12,15,10,14,16,16,15,15,14,19,14,14,15,16,16,18,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
22,18,12,7,14,10,15,15,17,12,14,14,16,15,11,16,18,17,14,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
24,20,15,12,16,10,14,16,16,14,15,14,19,14,14,15,16,16,18,15,14,32,16,16,16,16,16,32,16,16,16,16,16,male
24,20,15,12,16,11,15,17,15,15,16,14,20,14,14,15,16,16,17,14,14,32,16,16,16,16,16,32,16,16,16,16,16,male
19,15,16,9,13,7,17,14,16,15,15,15,14,17,8,14,17,14,15,17,11,32,16,16,16,16,16,32,16,16,16,16,16,male
26,15,12,9,14,5,16,16,15,13,14,16,15,17,11,16,17,15,18,17,11,32,16,16,16,16,16,32,16,16,16,16,16,male
28,17,13,10,13,5,16,15,15,12,13,15,14,17,10,15,17,16,17,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
33,14,22,10,13,5,14,12,14,16,15,15,14,16,9,16,15,16,14,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
32,13,22,10,13,5,15,12,14,15,15,15,14,16,10,17,15,16,15,17,11,32,16,16,16,16,16,32,16,16,16,16,16,male
23,14,14,8,14,10,15,14,16,16,14,16,14,16,8,16,17,15,15,16,11,32,16,16,16,16,16,32,16,16,16,16,16,male
29,15,10,10,11,6,16,16,16,14,12,17,13,16,10,15,17,15,17,18,11,32,16,16,16,16,16,32,16,16,16,16,16,male
28,20,12,10,13,6,17,15,16,14,13,14,14,15,12,14,16,15,17,16,11,32,16,16,16,16,16,32,16,16,16,16,16,male
28,18,12,11,13,5,16,15,16,16,15,15,12,17,11,14,17,15,17,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
25,17,10,8,13,6,16,17,16,11,12,16,16,17,11,15,17,15,19,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
25,12,16,6,15,7,17,14,18,13,12,15,16,13,11,16,16,15,18,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
25,10,14,6,16,7,16,15,18,13,12,16,16,14,11,16,17,16,20,17,13,32,16,16,16,16,16,32,16,16,16,16,16,male
23,18,14,5,14,7,14,15,15,14,13,16,19,16,11,15,16,16,20,16,14,32,16,16,16,16,16,32,16,16,16,16,16,male
22,19,13,5,14,7,14,15,15,14,13,15,19,16,11,15,16,16,20,15,15,32,16,16,16,16,16,32,16,16,16,16,16,male
25,11,16,6,15,7,17,14,18,13,12,16,16,14,11,16,17,15,19,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
23,13,8,6,18,7,18,18,15,16,14,14,18,14,11,15,18,17,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
25,12,9,6,20,7,18,17,15,15,13,14,17,14,10,16,19,18,19,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
24,12,9,5,17,7,17,17,16,15,14,15,18,15,10,16,18,16,19,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
25,13,9,5,18,8,18,17,15,15,13,14,17,14,11,17,18,17,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,male
25,13,8,5,19,7,18,17,14,15,14,13,17,14,11,16,19,17,18,14,15,32,16,16,16,16,16,32,16,16,16,16,16,male
34,14,18,10,15,7,17,16,16,18,13,18,17,16,14,16,16,16,18,18,12,32,16,16,16,16,16,32,16,16,16,16,16,male
33,16,19,12,14,8,16,16,16,18,12,17,16,16,14,16,16,16,18,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
33,19,20,12,15,8,15,16,16,17,11,15,17,14,14,14,16,15,19,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
32,16,21,12,14,8,15,15,16,16,14,17,16,15,14,16,16,15,19,17,11,32,16,16,16,16,16,32,16,16,16,16,16,male
33,17,20,12,15,8,15,16,16,16,12,16,16,15,14,15,16,16,19,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
34,17,20,10,16,7,14,17,16,17,12,15,17,15,14,14,16,15,19,16,11,32,16,16,16,16,16,32,16,16,16,16,16,male
34,16,19,11,15,6,15,16,15,18,13,17,16,16,14,15,16,15,18,17,12,32,16,16,16,16,16,32,16,16,16,16,16,male
33,19,20,12,15,8,15,16,16,17,11,16,16,15,14,15,16,15,19,16,12,32,16,16,16,16,16,32,16,16,16,16,16,male
