@relation 'FEI-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DE:\\Documents\\Information Technology\\Data Mining\\Face Recognition\\Database\\FEI Face-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {male,female}

@data
8,16,18,16,15,24,15,16,16,17,16,16,14,16,12,16,15,16,15,15,16,30,16,16,16,16,17,32,16,16,15,16,14,male
32,23,24,15,12,27,12,18,15,20,16,16,13,14,18,14,10,20,13,14,19,24,16,19,16,15,19,40,15,7,19,18,11,male
32,22,24,13,14,26,11,16,15,20,15,15,14,14,15,15,13,18,15,14,18,25,16,18,16,15,20,40,15,8,19,17,10,male
33,21,24,13,14,26,11,15,16,21,14,14,14,14,14,16,13,18,15,15,18,25,16,18,16,15,19,39,15,9,18,17,10,male
33,21,24,13,14,26,11,15,16,21,14,14,14,14,14,17,13,18,15,15,18,25,16,18,16,15,19,39,15,9,19,17,10,male
33,18,24,12,14,26,15,15,16,21,13,15,14,16,12,16,13,16,15,16,17,25,16,18,16,15,19,39,16,9,19,16,11,male
33,19,24,12,14,25,14,15,16,20,13,15,14,16,13,16,13,16,15,16,17,28,16,18,15,16,19,39,15,9,19,16,10,male
32,17,24,13,15,26,16,15,16,20,14,16,14,16,15,16,12,15,15,17,17,25,16,18,16,16,20,38,16,10,18,15,10,male
32,16,24,13,16,26,17,15,16,20,14,15,14,16,16,16,12,14,15,17,17,27,15,18,15,16,20,40,16,8,19,14,10,male
33,15,25,13,17,26,17,16,16,20,15,15,14,16,17,17,11,14,14,17,17,27,15,19,16,16,20,40,16,8,19,14,10,male
32,7,25,17,22,25,16,20,16,18,17,14,13,20,16,19,14,12,11,18,18,24,15,18,16,17,19,39,18,9,18,13,11,male
33,18,24,13,16,25,13,14,15,20,13,16,14,15,13,17,13,16,15,15,17,25,16,18,16,16,19,38,16,10,18,15,11,male
33,18,24,13,16,26,14,14,15,20,14,16,14,16,12,17,14,16,15,15,18,28,16,18,16,16,19,39,16,9,18,15,9,male
25,19,23,13,15,25,14,15,15,20,14,16,14,15,13,17,13,16,15,15,18,27,15,17,16,16,19,37,16,11,17,15,11,male
7,17,20,15,16,22,15,16,15,18,15,16,14,15,14,16,14,16,15,15,17,30,16,16,16,16,17,33,16,14,16,16,14,male
30,22,27,8,13,28,13,16,18,23,15,14,14,11,15,17,12,17,15,15,17,30,16,15,17,15,20,33,16,16,13,16,9,male
32,22,27,9,13,27,12,14,18,23,14,14,14,11,15,16,14,17,15,15,17,30,16,15,17,15,20,33,15,16,14,16,9,male
32,22,27,8,13,26,12,14,18,22,14,14,14,12,14,16,14,17,15,15,17,30,16,15,17,15,20,32,15,17,14,16,9,male
31,21,26,10,13,26,12,13,17,22,13,14,14,14,14,16,14,17,15,15,18,30,16,15,17,15,20,33,15,16,14,16,10,male
33,21,26,9,12,26,12,13,17,22,13,14,14,14,13,17,14,18,15,15,17,30,16,15,17,15,20,33,15,16,14,16,10,male
32,21,26,9,12,25,13,13,17,22,13,15,15,16,14,17,13,18,15,16,17,30,16,15,17,15,20,33,15,16,14,16,10,male
31,20,26,10,12,25,14,13,17,22,13,15,15,17,14,16,13,18,15,16,17,30,16,15,17,15,20,33,15,16,14,16,10,male
32,20,25,11,12,25,14,13,17,22,13,16,14,18,14,16,13,17,14,16,18,30,16,16,17,15,20,33,15,16,14,16,10,male
32,20,25,11,11,26,14,14,17,23,13,16,14,18,15,15,13,17,13,16,18,30,16,16,17,15,20,32,15,16,14,16,10,male
32,17,25,14,13,27,17,13,17,23,13,17,13,19,15,14,12,14,12,16,18,30,16,16,17,16,20,33,15,15,13,16,10,male
32,19,26,11,13,25,14,12,16,21,13,15,15,16,13,16,13,17,15,16,18,30,16,15,17,15,20,33,16,16,14,16,10,male
33,19,26,12,14,26,14,12,16,21,13,15,14,16,13,16,14,16,14,16,18,30,16,16,17,15,20,32,16,16,14,16,10,male
21,20,24,13,13,24,14,14,15,21,13,15,15,15,13,16,14,17,14,16,18,28,15,15,17,15,19,34,16,16,14,16,12,male
6,16,20,15,15,20,15,15,16,18,15,15,15,16,14,16,15,16,15,16,16,30,15,16,16,16,17,32,16,16,15,16,14,male
34,18,19,15,14,28,14,18,14,20,17,14,14,16,12,16,14,19,13,15,19,30,15,17,17,15,19,32,16,15,14,16,10,male
32,20,19,14,14,28,12,17,15,20,17,14,15,16,12,16,14,19,14,14,18,29,16,17,17,15,19,32,16,15,14,16,10,male
33,21,20,14,14,28,10,17,14,19,16,15,16,15,12,16,13,18,14,14,18,29,16,17,17,15,19,32,15,15,14,16,10,male
33,20,20,14,14,28,12,17,15,19,16,15,15,16,11,16,14,18,14,15,18,29,16,17,17,15,19,33,15,15,14,16,10,male
32,19,20,14,14,28,13,17,15,19,16,15,15,16,11,16,14,17,14,15,18,29,16,17,17,15,19,32,15,15,14,16,10,male
33,20,20,14,15,27,11,17,16,20,16,16,15,15,11,17,14,15,14,15,17,29,16,17,17,16,19,33,15,15,14,16,10,male
33,19,20,14,15,27,13,16,17,19,16,16,15,15,11,16,14,14,13,16,18,29,16,17,17,16,19,32,15,15,14,16,10,male
33,21,20,14,15,27,11,17,16,19,16,16,15,15,12,16,14,15,13,15,18,29,16,17,17,16,19,32,15,15,14,16,11,male
32,20,20,15,15,28,12,17,17,20,17,16,14,15,12,16,14,14,13,15,18,29,16,17,17,16,19,33,15,14,14,16,10,male
33,18,19,16,15,28,16,17,17,21,17,17,14,16,13,15,13,13,12,15,18,29,16,17,17,16,19,32,15,14,14,16,10,male
33,20,20,14,14,28,12,17,15,19,16,16,16,16,11,17,13,16,14,15,17,29,16,16,17,15,19,32,15,15,14,16,10,male
33,20,20,14,15,28,12,17,16,19,15,16,16,15,11,17,13,16,14,15,17,30,16,16,17,15,20,32,15,15,14,16,10,male
19,21,19,15,14,25,14,17,14,19,15,16,16,15,12,17,14,17,14,15,17,30,15,16,16,16,19,33,15,15,14,16,12,male
4,16,17,16,16,20,15,16,15,17,16,16,15,15,14,16,15,16,15,16,16,31,16,16,16,16,16,31,16,16,15,16,15,male
35,19,18,18,15,28,12,18,15,18,18,15,12,15,11,17,13,17,15,15,17,30,15,15,18,15,19,31,16,18,11,16,11,male
33,19,19,17,15,27,13,17,15,18,17,15,13,15,10,17,13,17,15,15,17,30,16,14,18,15,19,30,16,18,12,16,11,male
33,19,20,16,15,27,13,17,15,17,17,15,13,15,10,16,14,17,16,15,16,31,16,15,18,15,19,31,16,18,12,16,10,male
33,19,20,16,15,27,13,17,15,17,17,15,13,15,9,16,14,17,16,15,16,30,16,15,18,15,19,31,16,18,12,16,10,male
33,18,20,15,15,27,14,16,15,18,17,16,14,16,9,16,14,17,16,15,16,31,16,15,18,15,19,30,16,18,12,16,10,male
33,18,20,15,15,27,14,17,15,17,17,16,14,17,10,16,13,16,16,15,16,31,16,14,18,15,19,30,15,18,12,16,10,male
33,17,19,15,14,27,15,17,16,18,17,16,14,17,10,15,13,16,16,16,16,31,16,14,18,15,19,30,15,18,12,16,10,male
33,18,19,15,14,27,15,17,15,18,17,16,14,17,10,15,13,16,16,16,16,30,16,15,18,16,19,31,15,18,12,16,10,male
33,17,19,16,14,27,16,18,16,18,17,17,13,18,10,15,13,15,15,16,17,30,16,15,18,16,20,31,15,18,12,16,10,male
33,18,18,17,14,28,16,19,16,18,18,17,13,17,11,15,13,15,15,16,17,30,16,15,18,16,19,31,15,18,11,15,10,male
33,18,20,15,15,27,15,16,15,17,17,16,14,17,9,16,13,16,16,15,16,31,16,14,18,15,19,31,16,18,12,16,10,male
33,17,20,16,15,27,15,16,15,17,17,16,13,17,10,16,13,16,16,15,16,30,16,15,18,15,19,31,16,18,12,16,10,male
19,20,20,15,14,25,15,17,14,18,16,15,14,16,11,16,14,16,15,16,16,29,15,14,18,15,18,32,16,17,13,16,13,male
4,16,17,15,15,20,16,16,15,17,16,16,15,16,14,15,15,16,15,15,16,31,16,15,16,16,16,31,16,16,15,16,15,male
33,18,15,19,14,28,13,18,14,20,20,15,12,17,12,17,16,18,12,16,18,26,15,18,17,15,19,32,16,14,14,16,12,male
32,18,15,17,14,27,14,18,15,18,19,15,14,17,11,16,16,17,14,15,17,26,15,17,17,15,19,31,16,15,14,16,11,male
31,18,15,17,14,27,14,18,15,18,19,15,14,17,10,16,16,17,14,15,17,26,16,17,17,15,19,32,16,15,14,16,11,male
32,19,16,18,14,26,12,17,15,19,19,15,13,16,11,16,16,17,13,15,17,26,16,17,17,15,19,31,15,15,14,16,11,male
32,19,16,18,14,26,13,17,15,19,18,15,13,17,10,16,16,16,13,15,17,27,16,17,17,15,19,31,15,15,14,16,11,male
32,19,16,18,14,26,13,17,16,18,18,16,14,17,10,16,15,15,13,15,17,27,16,17,17,15,19,31,15,15,14,16,11,male
32,18,15,18,14,27,15,17,16,19,18,16,13,17,11,16,16,14,13,15,17,26,16,17,17,16,19,31,15,15,14,16,11,male
32,19,15,18,14,27,13,18,16,19,19,16,13,17,11,16,16,14,12,15,17,27,16,17,17,15,19,31,15,15,14,16,11,male
31,17,14,19,14,28,17,19,17,20,19,16,13,17,12,15,16,14,12,16,17,26,16,17,17,16,19,32,15,14,14,16,12,male
30,17,14,20,14,28,17,20,17,20,19,16,12,17,13,14,15,13,11,15,17,26,16,18,17,16,18,32,15,14,14,15,12,male
31,18,16,17,14,27,14,17,16,18,18,16,14,17,10,16,16,16,14,15,17,25,16,17,17,16,19,32,16,15,14,16,11,male
32,17,15,17,14,27,16,18,16,18,18,16,14,17,10,15,15,16,14,16,17,26,16,17,17,16,19,32,16,15,14,16,11,male
34,19,15,17,14,26,14,18,15,18,18,15,14,16,10,16,15,16,14,15,17,28,15,17,17,15,20,34,15,15,14,16,11,male
32,18,16,17,15,26,13,18,15,18,18,15,14,16,10,16,15,16,14,15,17,29,16,17,17,15,19,34,15,15,14,16,11,male
31,19,21,18,14,28,13,16,15,22,17,15,11,16,12,16,13,18,11,16,18,27,15,18,16,15,19,32,16,15,13,16,12,male
31,21,20,16,15,28,10,16,15,22,17,15,13,14,12,17,13,17,11,15,18,27,16,18,16,15,19,33,15,15,13,16,12,male
31,19,20,15,15,28,12,17,15,22,17,15,14,15,11,16,13,17,12,15,18,27,16,18,16,15,19,33,16,15,13,16,12,male
31,19,20,15,15,28,13,16,15,22,17,15,14,15,11,16,13,16,12,15,18,27,16,18,16,15,19,33,16,15,13,16,12,male
31,19,21,16,14,27,13,16,15,22,17,15,14,16,11,16,13,16,11,15,18,27,16,18,16,15,19,33,16,15,13,16,12,male
32,18,20,16,14,28,14,16,16,22,17,16,14,16,11,16,13,16,11,15,18,27,15,18,16,16,19,33,16,15,13,16,12,male
31,18,20,16,14,28,15,16,16,22,17,16,13,17,11,15,13,15,11,15,18,27,16,18,16,16,19,33,16,15,13,16,12,male
30,16,20,15,13,28,17,16,17,22,17,16,14,18,11,15,13,15,12,16,18,27,15,18,16,16,19,33,16,15,13,15,12,male
32,18,20,18,13,28,15,16,17,22,17,15,12,18,12,14,13,14,11,15,18,27,16,18,16,15,19,33,15,15,13,16,12,male
29,16,21,19,15,28,17,16,16,22,17,16,11,16,13,15,13,14,11,15,19,28,16,18,16,16,18,33,15,15,14,15,13,male
31,19,20,16,14,28,13,16,16,22,17,15,14,16,11,16,14,16,11,15,18,27,16,18,16,15,19,34,15,15,13,15,11,male
31,19,20,16,14,27,13,16,16,21,16,15,13,16,11,16,14,16,11,15,18,28,16,17,16,16,19,34,15,15,13,16,11,male
31,19,20,16,14,27,13,16,15,22,16,15,14,16,11,16,14,16,11,15,18,36,16,18,16,15,21,27,15,15,13,16,10,male
30,19,20,16,15,27,13,16,15,22,16,15,13,16,11,16,14,16,11,15,18,41,16,17,16,15,22,25,15,15,13,16,10,male
33,24,24,15,13,28,8,15,14,18,18,15,14,15,16,16,10,19,15,15,17,27,16,18,16,15,19,35,15,13,15,16,12,female
31,22,24,15,14,27,9,14,15,17,18,15,14,14,17,15,10,18,15,15,17,26,16,18,16,15,19,34,15,14,15,16,12,female
31,22,24,16,14,28,10,14,15,18,18,15,14,14,17,15,10,17,15,15,17,27,16,18,16,15,19,35,15,14,15,16,12,female
31,20,25,16,14,27,12,13,15,17,18,15,14,15,17,15,10,17,15,15,17,27,16,18,16,15,19,34,15,14,15,16,12,female
31,20,24,16,14,28,12,14,16,17,18,15,14,15,16,15,10,16,16,15,17,27,16,18,16,15,19,34,15,14,15,16,12,female
30,19,25,16,14,28,14,14,16,17,18,15,14,15,16,14,10,16,16,15,17,27,16,17,16,15,19,34,15,14,15,16,12,female
31,19,25,16,14,28,13,13,16,18,18,15,13,15,16,14,10,16,15,15,17,27,16,18,16,15,19,35,15,14,15,16,12,female
31,19,25,16,15,28,14,12,16,18,18,15,13,14,14,14,10,15,14,15,16,27,16,17,16,15,19,35,15,14,15,16,12,female
31,17,25,15,15,28,16,13,16,18,18,15,14,15,14,14,10,14,14,15,17,27,16,17,16,15,19,34,15,14,15,16,12,female
32,11,25,15,18,28,22,13,17,20,18,15,14,15,14,15,11,12,12,16,17,27,15,17,16,16,18,35,16,14,15,15,12,female
31,17,25,16,15,28,16,13,16,18,18,15,14,15,17,15,9,15,14,16,17,27,16,18,16,15,19,35,15,14,15,16,12,female
31,15,25,16,16,28,18,13,16,18,17,15,14,16,17,16,9,14,14,16,17,27,15,17,16,16,19,35,16,14,15,16,12,female
32,16,25,16,16,28,16,13,15,19,17,15,14,15,17,16,9,15,13,16,17,31,15,18,16,16,20,31,16,14,15,16,11,female
32,16,25,16,16,28,16,13,16,19,17,15,14,15,17,16,9,15,13,16,17,39,16,19,16,16,21,27,16,13,15,16,11,female
31,21,19,19,13,27,11,20,13,15,17,18,11,17,14,16,11,20,16,15,18,22,15,20,14,15,21,34,16,13,15,16,10,female
31,19,19,18,14,26,12,18,14,17,18,17,12,17,12,17,13,18,16,15,18,23,15,20,14,15,21,33,16,13,16,16,10,female
31,20,18,17,14,26,11,18,14,17,18,16,12,17,12,17,13,18,16,15,18,23,16,20,14,15,21,33,15,13,16,16,10,female
31,18,19,18,14,26,13,17,15,17,18,17,12,18,11,16,13,17,15,15,17,23,15,20,14,16,21,33,16,13,16,16,10,female
31,20,18,17,14,26,11,18,15,18,17,16,12,16,11,17,14,18,15,15,17,23,16,20,14,15,21,33,15,13,16,16,11,female
31,18,18,18,14,26,14,17,16,18,18,16,12,17,11,16,14,16,15,15,17,23,16,20,14,15,20,33,15,13,16,16,11,female
31,19,18,18,14,26,14,18,16,18,18,16,12,16,11,16,14,16,15,15,17,22,16,20,14,15,21,33,15,13,16,16,11,female
31,19,18,18,15,26,14,18,16,18,18,15,12,15,11,16,14,16,15,15,17,22,16,20,14,15,20,33,15,13,16,16,11,female
31,18,19,18,15,27,16,18,17,17,19,15,11,14,11,15,13,15,16,16,17,23,17,20,14,15,21,33,15,13,15,16,10,female
29,14,21,21,16,27,20,18,18,16,19,13,10,14,15,15,10,13,14,16,17,23,17,20,14,15,20,33,15,13,15,16,11,female
31,19,18,18,14,26,14,17,16,19,17,16,11,17,11,16,14,16,14,15,17,23,16,19,14,15,20,33,15,13,16,16,11,female
31,20,18,18,14,26,13,18,15,19,17,16,11,16,11,17,14,17,15,15,17,23,16,20,14,15,20,33,15,13,15,16,11,female
33,20,18,18,14,26,14,18,16,20,17,15,11,16,11,16,14,17,14,16,17,26,16,19,14,15,21,35,15,13,15,16,11,female
36,19,18,17,14,26,14,18,16,20,17,15,11,16,11,16,14,17,14,15,17,27,16,19,15,15,20,35,15,13,16,16,11,female
32,19,24,15,16,30,11,16,12,23,16,16,11,15,13,17,12,21,13,15,20,30,15,17,16,16,18,31,16,15,14,16,12,male
29,19,24,12,16,29,11,18,12,22,15,16,14,15,14,17,13,20,15,15,19,29,15,17,17,15,19,32,16,15,14,16,11,male
30,18,24,11,16,29,13,17,13,22,15,16,15,16,14,17,13,19,16,15,19,29,15,17,17,15,19,32,16,15,14,16,11,male
31,18,24,12,15,28,13,17,13,22,15,16,15,16,14,16,13,18,15,15,18,29,15,17,17,16,19,32,16,15,14,16,11,male
30,18,23,12,15,28,14,17,15,22,15,16,15,16,13,16,13,17,14,15,18,29,16,17,17,15,19,32,16,15,14,16,11,male
31,17,23,14,15,28,15,15,16,22,16,16,14,16,13,15,13,15,13,15,18,30,16,17,17,16,19,32,16,15,14,16,11,male
31,16,23,14,15,28,17,16,17,22,16,16,14,16,14,15,13,13,13,15,19,29,16,17,17,16,19,32,15,15,14,16,11,male
30,16,23,13,16,29,17,17,17,22,16,16,14,16,14,14,12,12,14,14,19,29,16,17,17,16,19,32,15,15,14,16,11,male
31,18,24,10,15,29,16,19,18,22,15,17,14,16,13,14,11,12,16,14,20,30,16,17,16,16,19,31,15,16,14,16,11,male
30,17,24,13,15,30,17,19,17,23,15,17,12,17,13,14,10,12,14,14,20,30,16,17,16,16,18,32,15,15,14,16,12,male
