@relation 'LFW-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DE:\\Documents\\Information Technology\\Data Mining\\Face Recognition\\Database\\Labeled Faces in the Wild (LFW)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {male,female}

@data
12,15,7,9,18,10,13,18,14,18,18,13,17,18,14,15,17,16,17,17,18,22,15,18,16,15,17,44,16,12,13,16,13,male
14,16,7,8,19,9,13,17,14,15,14,13,18,18,14,14,16,15,19,16,18,22,15,17,17,15,17,45,17,12,13,16,13,male
13,11,8,8,20,10,12,18,14,17,16,13,18,17,15,14,16,17,18,17,18,22,16,17,16,15,17,44,15,13,13,16,13,male
15,16,7,9,17,12,13,13,14,15,15,16,20,20,15,15,16,13,18,18,18,22,14,16,16,16,17,45,18,14,13,15,13,male
15,15,7,11,19,11,12,11,13,14,14,16,19,20,15,15,16,14,19,18,15,22,14,16,17,16,18,45,18,15,13,15,12,male
13,18,7,10,17,13,12,15,16,17,16,12,20,19,16,14,16,15,18,18,18,22,13,16,16,16,17,44,19,13,14,15,13,male
14,13,8,9,22,8,12,16,13,15,14,14,19,17,15,13,15,15,17,14,16,22,15,17,17,15,18,45,16,13,13,17,12,male
12,12,7,8,19,9,15,19,14,17,19,15,18,16,15,15,16,17,15,16,17,22,17,18,17,14,17,44,14,11,13,17,13,male
14,15,8,8,19,9,12,16,14,15,14,14,18,18,14,14,16,15,20,16,16,22,15,17,17,15,17,45,16,13,13,16,12,male
13,15,8,9,17,10,15,16,14,15,15,14,19,15,14,16,16,16,19,14,17,22,17,16,17,14,17,45,14,13,13,17,13,male
11,15,7,11,18,11,15,18,15,18,18,14,17,17,15,16,16,16,17,16,17,22,17,18,16,14,16,44,15,11,14,17,13,male
13,15,8,9,19,9,13,15,14,15,13,16,19,18,14,15,16,14,20,15,16,21,16,17,16,14,16,45,16,13,13,16,13,male
21,12,7,7,15,8,17,13,17,12,12,16,20,15,13,16,15,16,20,16,14,26,16,16,17,15,17,43,15,15,12,16,13,male
23,14,10,7,15,7,18,11,15,12,10,15,19,15,13,16,16,15,19,15,11,26,16,16,16,15,16,43,16,15,13,16,13,male
22,11,7,6,15,9,17,14,15,13,13,19,20,15,13,16,15,16,18,16,15,26,16,16,17,16,16,43,16,14,12,15,13,male
19,12,7,6,15,11,18,14,16,12,14,17,19,15,14,16,15,15,20,16,18,26,16,16,18,16,16,43,16,14,11,16,13,male
14,17,11,10,15,10,16,11,15,13,13,16,19,16,15,16,14,15,17,15,13,23,16,16,16,15,17,44,16,15,13,16,12,male
14,18,12,9,16,9,16,12,16,12,11,16,19,16,15,16,14,14,17,14,12,23,15,16,17,15,16,45,17,15,12,16,13,male
14,14,9,9,15,9,15,13,13,13,13,17,20,15,15,15,15,16,17,16,13,23,16,16,17,16,16,45,15,14,12,14,13,male
13,18,8,9,15,10,15,15,17,12,15,11,20,13,14,15,17,15,17,15,16,23,16,16,17,15,16,43,15,14,12,17,13,male
14,17,9,9,15,10,16,13,16,12,14,16,20,15,15,16,14,16,18,15,16,23,16,17,17,15,17,44,15,14,12,16,12,male
14,16,9,9,16,11,15,12,14,11,14,18,19,18,14,16,16,15,17,16,15,22,15,16,17,16,16,44,17,14,12,14,13,male
14,16,14,10,14,8,16,11,17,14,11,16,17,15,14,16,14,17,17,16,13,23,16,15,16,15,17,45,15,16,13,16,12,male
15,17,12,8,14,9,16,13,16,12,12,16,17,15,14,16,15,16,18,16,12,22,16,16,17,15,16,45,15,14,12,16,13,male
14,14,9,8,14,9,16,15,15,13,13,17,20,15,15,15,15,17,17,17,15,23,16,17,17,16,16,45,14,13,12,15,13,male
15,19,13,8,15,9,16,13,16,14,11,15,17,15,14,16,15,15,18,15,12,22,15,16,17,15,17,45,16,14,13,16,13,male
13,19,7,8,15,10,15,15,14,13,15,15,20,16,15,16,15,15,19,15,17,23,15,17,17,16,16,44,16,13,12,16,13,male
12,13,9,10,17,12,16,15,17,15,14,16,18,16,14,15,17,16,20,16,14,28,16,17,17,16,16,43,15,13,13,16,13,male
11,14,9,10,19,12,16,15,16,16,14,15,19,17,14,15,16,15,18,16,15,27,16,17,17,15,16,43,16,12,13,17,13,male
12,12,9,11,17,11,16,16,16,15,15,18,19,17,14,15,17,15,19,16,16,28,16,17,17,16,16,43,15,13,13,15,13,male
13,13,10,10,17,11,17,15,16,15,13,16,18,16,14,16,17,16,20,16,13,27,16,17,16,16,16,43,16,13,13,16,13,male
11,13,7,12,18,14,16,14,16,15,17,16,21,17,15,15,16,15,17,16,17,28,16,17,17,16,16,42,15,13,12,16,13,male
13,14,10,10,18,9,13,12,16,14,12,14,18,18,14,14,15,16,18,18,12,26,15,16,17,16,17,43,15,14,13,16,12,male
13,14,11,10,17,9,13,13,15,14,12,15,17,18,14,14,15,16,18,18,12,26,15,16,17,16,17,43,15,14,13,16,12,male
12,18,7,10,16,12,15,13,14,14,15,16,20,16,15,16,17,16,18,16,18,27,13,16,17,16,17,42,18,13,13,15,13,male
13,16,11,9,18,9,14,13,15,14,11,14,17,16,14,14,15,15,18,16,13,26,15,17,17,15,16,43,16,13,12,16,13,male
14,14,8,9,16,10,14,14,15,14,13,17,19,18,15,15,15,15,18,17,13,26,16,17,17,17,17,43,15,13,13,14,13,male
15,15,11,10,17,11,13,11,14,15,12,16,17,18,15,14,15,14,18,17,12,26,15,16,17,16,17,43,16,14,13,15,13,male
13,16,8,9,17,12,13,12,15,14,13,15,19,17,15,14,14,15,19,17,15,26,15,17,17,16,16,43,17,13,12,15,13,male
12,14,9,9,19,10,12,15,16,13,14,12,18,16,14,14,17,17,17,16,15,26,16,17,17,15,16,42,15,13,13,16,13,male
13,17,8,10,15,11,16,12,14,13,14,18,19,17,15,15,17,15,16,17,16,26,14,16,17,16,16,43,17,14,13,15,14,male
13,13,9,9,17,9,13,14,16,14,13,15,19,18,15,14,15,15,18,18,13,26,16,17,17,16,17,42,15,13,13,15,12,male
25,10,13,8,16,7,18,15,18,15,12,16,14,15,13,18,16,18,18,16,12,27,15,16,15,16,15,43,16,14,14,15,13,female
25,14,14,8,16,6,18,16,17,14,13,17,13,15,13,17,16,16,18,15,13,27,15,16,16,16,15,43,17,15,13,15,14,female
22,11,13,10,17,6,18,16,19,16,12,17,17,18,13,17,16,16,17,17,13,25,15,16,15,16,15,42,15,14,14,15,13,female
25,13,14,8,16,6,18,16,17,15,12,17,14,15,12,17,16,17,17,15,13,26,15,16,15,16,15,42,16,15,14,15,14,female
29,11,15,8,16,8,17,15,17,15,12,17,13,16,12,17,17,17,17,15,13,26,15,16,15,16,15,44,16,15,14,15,13,female
21,12,13,9,15,7,19,16,18,15,13,17,15,15,13,17,15,16,18,16,14,26,15,16,16,16,15,42,16,14,14,15,13,female
16,18,10,11,11,8,15,18,17,15,14,18,19,19,13,15,17,14,16,16,16,24,15,15,15,15,15,46,16,14,14,15,14,female
23,9,14,9,15,8,18,16,18,15,13,17,14,16,13,16,16,18,17,16,13,26,14,16,15,16,15,43,15,15,14,16,13,female
23,16,14,10,16,5,15,16,16,15,13,16,16,17,14,14,17,14,18,15,14,25,15,15,15,15,14,47,16,15,14,16,14,female
22,18,12,10,17,6,15,16,16,15,13,15,17,16,14,14,16,14,19,14,13,25,15,15,15,15,15,46,17,14,14,16,14,female
22,16,10,10,13,7,16,18,17,15,12,16,17,18,13,16,16,15,18,16,13,24,15,15,16,15,15,47,16,14,14,15,14,female
19,16,13,10,17,6,16,17,16,14,13,16,17,16,14,16,17,15,18,15,14,24,15,15,15,15,14,46,16,15,14,16,14,female
21,15,13,10,15,6,16,16,16,15,12,16,16,17,12,16,17,15,18,16,14,24,15,15,15,15,14,46,16,15,14,16,13,female
18,14,9,10,17,6,17,18,17,15,14,16,18,16,14,17,17,15,19,14,17,24,15,15,15,16,15,46,16,13,14,16,13,female
19,16,11,10,13,7,17,18,18,15,14,18,18,18,13,15,17,13,17,16,16,24,14,15,15,15,15,46,16,14,14,16,14,female
8,18,12,8,17,12,16,12,14,13,13,15,19,15,15,15,15,15,18,15,15,24,15,16,19,14,17,43,16,14,11,17,13,male
10,15,10,8,19,13,15,13,16,13,17,14,19,14,13,16,16,16,16,13,12,28,15,17,17,15,16,44,17,14,11,17,14,male
10,14,9,9,17,14,14,13,15,12,18,14,20,15,15,15,16,15,16,14,15,29,16,17,17,16,16,44,16,13,10,15,14,male
11,15,13,7,19,11,16,13,16,15,15,15,18,14,14,17,17,16,20,15,13,28,15,17,16,15,15,45,16,14,11,16,14,male
10,15,10,8,18,13,14,12,15,13,16,15,20,15,14,16,17,16,17,14,13,28,15,17,17,15,16,44,16,13,11,16,13,male
8,13,13,10,19,12,13,11,14,13,12,15,18,18,15,15,14,15,18,17,13,23,16,16,18,14,16,43,15,15,12,16,13,male
8,16,12,10,19,12,14,12,14,13,13,14,19,16,16,14,15,15,18,16,14,24,16,17,18,14,16,42,16,14,12,17,13,male
9,14,12,10,18,13,13,11,15,13,13,14,19,17,16,15,15,16,18,17,13,23,17,16,18,14,16,43,15,15,12,17,13,male
9,12,9,10,18,14,12,11,15,13,15,15,20,19,18,15,14,15,18,18,15,25,16,16,18,16,17,42,15,15,12,15,13,male
9,13,13,11,20,12,13,10,12,15,13,17,18,19,15,15,15,14,17,15,14,23,16,16,17,14,16,44,16,16,12,16,12,male
9,13,11,10,20,13,12,10,14,13,13,14,20,19,16,14,14,15,18,17,15,24,16,16,18,15,17,42,16,14,11,16,13,male
10,11,10,11,21,15,14,9,12,12,12,16,19,19,15,16,16,14,17,18,14,24,14,15,18,16,17,43,17,16,11,15,13,male
8,17,12,10,16,12,14,13,15,12,14,15,18,15,15,15,16,16,17,14,14,24,16,16,18,14,17,42,15,15,11,17,13,male
8,16,11,9,17,12,14,12,15,14,14,15,19,15,16,16,15,16,18,15,14,24,17,16,18,14,17,43,15,14,11,17,12,male
8,17,11,10,15,12,14,12,14,13,14,17,19,16,16,15,15,16,17,15,14,24,16,16,19,15,17,43,15,14,11,16,13,male
8,14,16,12,15,13,16,11,16,11,17,16,20,16,15,16,14,16,16,15,12,23,16,15,17,16,17,43,15,17,13,15,13,male
9,16,16,11,16,13,16,11,16,12,16,15,20,16,15,16,14,15,16,15,12,23,16,15,18,15,17,43,16,17,13,16,14,male
9,14,17,10,15,12,17,13,16,13,14,16,19,15,14,15,15,17,17,16,12,23,16,15,18,16,17,44,15,16,13,15,14,male
7,14,15,11,17,14,15,12,14,14,15,16,19,18,16,15,14,15,17,17,15,23,15,15,17,16,17,41,16,17,13,15,14,male
8,14,14,12,15,14,17,10,16,11,15,16,21,15,15,16,13,16,15,15,12,24,16,15,18,16,17,43,15,16,12,16,13,male
8,15,15,12,15,13,17,11,16,13,16,16,21,15,15,16,14,16,16,15,12,23,16,15,18,16,17,43,15,16,12,16,14,male
9,15,15,12,16,14,17,11,16,12,16,15,21,15,16,16,14,16,15,14,12,23,16,15,18,15,17,43,16,16,12,16,13,male
9,14,15,12,15,13,16,10,15,11,16,16,20,15,15,16,14,16,15,15,11,23,16,15,18,16,17,44,15,17,12,15,13,male
7,15,14,12,17,13,15,13,14,15,15,16,19,17,14,16,16,15,17,17,14,23,15,14,18,17,17,41,16,17,13,15,14,male
9,14,14,10,15,13,17,11,16,12,14,16,20,16,16,15,13,15,15,15,12,23,16,16,19,16,17,43,15,16,11,16,13,male
7,16,17,11,15,12,15,14,16,15,16,16,18,16,15,15,15,16,17,16,14,23,15,15,17,16,16,41,16,16,14,15,14,male
7,16,16,11,15,12,16,14,16,14,16,16,19,16,15,16,15,16,17,16,14,23,15,15,17,16,17,41,16,16,14,15,14,male
